,county,jurisdiction,state
3428,BOWMAN COUNTY,BOWMAN,NORTH DAKOTA
3429,SCREVEN COUNTY,SCREVEN,GEORGIA
3430,LEE COUNTY,LEE,GEORGIA
3431,CALHOUN COUNTY,CALHOUN,GEORGIA
3432,POTTAWATTAMIE COUNTY,POTTAWATTAMIE,IOWA
3433,MONTGOMERY COUNTY,MONTGOMERY,NEW YORK
3434,PUTNAM COUNTY,PUTNAM,NEW YORK
3435,FANNIN COUNTY,FANNIN,GEORGIA
3436,ESSEX COUNTY,ESSEX,NEW YORK
3437,FRANKLIN COUNTY,FRANKLIN,IDAHO
3438,ROCKINGHAM COUNTY,SEABROOK,NEW HAMPSHIRE
3439,CROSS COUNTY,CROSS COUNTY,ARKANSAS
3440,VIGO COUNTY,VIGO,INDIANA
3441,PLYMOUTH COUNTY,PLYMOUTH,IOWA
3442,HANCOCK COUNTY,HANCOCK,GEORGIA
3443,BIG STONE COUNTY,BIG STONE,MINNESOTA
3444,COOS COUNTY,SECOND COLLEGE GRANT,NEW HAMPSHIRE
3445,KANE COUNTY,KANE,UTAH
3446,PIKE COUNTY,PIKE,GEORGIA
3447,KOSSUTH COUNTY,KOSSUTH,IOWA
3448,FAIRFIELD COUNTY,STRATFORD,CONNECTICUT
3449,GENESEE COUNTY,GENESEE,NEW YORK
3450,POPE COUNTY,POPE,MINNESOTA
3451,CROOK COUNTY,CROOK,WYOMING
3452,HARVEY COUNTY,HARVEY,KANSAS
3453,HARTFORD COUNTY,WEST HARTFORD,CONNECTICUT
3454,MONTGOMERY COUNTY,MONTGOMERY COUNTY,ARKANSAS
3455,WHEELER COUNTY,WHEELER,GEORGIA
3456,LANE COUNTY,LANE,KANSAS
3457,BERRIEN COUNTY,BERRIEN,GEORGIA
3458,SWAIN COUNTY,SWAIN,NORTH CAROLINA
3459,CASS COUNTY,CASS,IOWA
3460,ST. LAWRENCE COUNTY,ST. LAWRENCE,NEW YORK
3461,HANCOCK COUNTY,HANCOCK,MISSISSIPPI
3462,CARROLL COUNTY,ALBANY,NEW HAMPSHIRE
3463,SIOUX COUNTY,SIOUX,NORTH DAKOTA
3464,WHITESIDE COUNTY,WHITESIDE,ILLINOIS
3465,ALBANY COUNTY,ALBANY,WYOMING
3466,DREW COUNTY,DREW COUNTY,ARKANSAS
3467,FREEBORN COUNTY,FREEBORN,MINNESOTA
3468,MONTMORENCY COUNTY,MONTMORENCY,MICHIGAN
3469,MINERAL COUNTY,MINERAL,MONTANA
3470,WEXFORD COUNTY,WEXFORD,MICHIGAN
3471,CHATTOOGA COUNTY,CHATTOOGA,GEORGIA
3472,PUTNAM COUNTY,PUTNAM,ILLINOIS
3473,HARTFORD COUNTY,BERLIN,CONNECTICUT
3474,STEPHENS COUNTY,STEPHENS,GEORGIA
3475,JENKINS COUNTY,JENKINS,GEORGIA
3476,CARROLL COUNTY,CARROLL,TENNESSEE
3477,LITCHFIELD COUNTY,WOODBURY,CONNECTICUT
3478,BARTON COUNTY,BARTON,KANSAS
3479,HARDIN COUNTY,HARDIN,IOWA
3480,MADISON COUNTY,MADISON,MONTANA
3481,GRAND FORKS COUNTY,GRAND FORKS,NORTH DAKOTA
3482,RUSH COUNTY,RUSH,KANSAS
3483,GRAFTON COUNTY,ALEXANDRIA,NEW HAMPSHIRE
3484,MARION COUNTY,MARION,TENNESSEE
3485,NEW HAVEN COUNTY,WEST HAVEN,CONNECTICUT
3486,HARALSON COUNTY,HARALSON,GEORGIA
3487,MUSCATINE COUNTY,MUSCATINE,IOWA
3488,DONIPHAN COUNTY,DONIPHAN,KANSAS
3489,GOODHUE COUNTY,GOODHUE,MINNESOTA
3490,LYON COUNTY,LYON,MINNESOTA
3491,CARROLL COUNTY,EFFINGHAM,NEW HAMPSHIRE
3492,GRATIOT COUNTY,GRATIOT,MICHIGAN
3493,MEDINA COUNTY,MEDINA,OHIO
3494,KENDALL COUNTY,KENDALL,ILLINOIS
3495,SEWARD COUNTY,SEWARD,KANSAS
3496,TOWNER COUNTY,TOWNER,NORTH DAKOTA
3497,MUSKEGON COUNTY,MUSKEGON,MICHIGAN
3498,IRWIN COUNTY,IRWIN,GEORGIA
3499,BRANCH COUNTY,BRANCH,MICHIGAN
3500,PERRY COUNTY,PERRY,MISSISSIPPI
3501,ST. JOSEPH COUNTY,ST. JOSEPH,INDIANA
3502,SHELBY COUNTY,SHELBY,IOWA
3503,HOUSTON COUNTY,HOUSTON,MINNESOTA
3504,WARREN COUNTY,WARREN,IOWA
3505,JONES COUNTY,JONES,IOWA
3506,CROW WING COUNTY,CROW WING,MINNESOTA
3507,DESHA COUNTY,DESHA COUNTY,ARKANSAS
3508,JERSEY COUNTY,JERSEY,ILLINOIS
3509,BROWN COUNTY,BROWN,ILLINOIS
3511,JEWELL COUNTY,JEWELL,KANSAS
3512,MITCHELL COUNTY,MITCHELL,IOWA
3513,COPIAH COUNTY,COPIAH,MISSISSIPPI
3514,OTTAWA COUNTY,OTTAWA,MICHIGAN
3515,SEARCY COUNTY,SEARCY COUNTY,ARKANSAS
3516,MERRIMACK COUNTY,ALLENSTOWN,NEW HAMPSHIRE
3517,CHISAGO COUNTY,CHISAGO,MINNESOTA
3518,LAKE COUNTY,LAKE,ILLINOIS
3519,GRAND COUNTY,GRAND,UTAH
3520,LAWRENCE COUNTY,LAWRENCE,ILLINOIS
3521,STONE COUNTY,STONE,MISSISSIPPI
3522,ATCHISON COUNTY,ATCHISON,KANSAS
3523,LONG COUNTY,LONG,GEORGIA
3524,HILLSBOROUGH COUNTY,SHARON,NEW HAMPSHIRE
3525,WABAUNSEE COUNTY,WABAUNSEE,KANSAS
3526,MADISON COUNTY,MADISON,MISSISSIPPI
3527,NORTON COUNTY,NORTON,KANSAS
3528,VAN BUREN COUNTY,VAN BUREN,MICHIGAN
3529,TALIAFERRO COUNTY,TALIAFERRO,GEORGIA
3530,BENZIE COUNTY,BENZIE,MICHIGAN
3531,RENVILLE COUNTY,RENVILLE,NORTH DAKOTA
3532,NEW LONDON COUNTY,MONTVILLE,CONNECTICUT
3533,FAIRFIELD COUNTY,SHELTON,CONNECTICUT
3534,WALLACE COUNTY,WALLACE,KANSAS
3535,LITCHFIELD COUNTY,SHARON,CONNECTICUT
3536,LE SUEUR COUNTY,LE SUEUR,MINNESOTA
3537,ELBERT COUNTY,ELBERT,GEORGIA
3538,OCEANA COUNTY,OCEANA,MICHIGAN
3539,PICKENS COUNTY,PICKENS,GEORGIA
3540,CHESHIRE COUNTY,ALSTEAD,NEW HAMPSHIRE
3541,MONTGOMERY COUNTY,MONTGOMERY,NORTH CAROLINA
3542,GIBSON COUNTY,GIBSON,INDIANA
3543,JEFF DAVIS COUNTY,JEFF DAVIS,GEORGIA
3544,LABETTE COUNTY,LABETTE,KANSAS
3545,GRUNDY COUNTY,GRUNDY,TENNESSEE
3546,TIFT COUNTY,TIFT,GEORGIA
3548,BOONE COUNTY,BOONE,ILLINOIS
3549,CRAWFORD COUNTY,CRAWFORD,ILLINOIS
3550,CUMBERLAND COUNTY,CUMBERLAND,ILLINOIS
3551,FULTON COUNTY,FULTON,ILLINOIS
3552,GREENE COUNTY,GREENE,ILLINOIS
3553,JASPER COUNTY,JASPER,ILLINOIS
3554,JOHNSON COUNTY,JOHNSON,ILLINOIS
3555,PIKE COUNTY,PIKE,ILLINOIS
3556,BELKNAP COUNTY,ALTON,NEW HAMPSHIRE
3557,RICHLAND COUNTY,RICHLAND,ILLINOIS
3558,SCHUYLER COUNTY,SCHUYLER,ILLINOIS
3559,WARREN COUNTY,WARREN,ILLINOIS
3560,JUAB COUNTY,JUAB,UTAH
3561,ALLEN COUNTY,ALLEN,OHIO
3562,LUCAS COUNTY,LUCAS,OHIO
3563,GRANT COUNTY,GRANT,NORTH DAKOTA
3564,PERRY COUNTY,PERRY,OHIO
3565,CLAY COUNTY,CLAY,NORTH CAROLINA
3566,HARTFORD COUNTY,SOUTH WINDSOR,CONNECTICUT
3567,TIPPECANOE COUNTY,TIPPECANOE,INDIANA
3568,WASECA COUNTY,WASECA,MINNESOTA
3569,HARTFORD COUNTY,NEWINGTON,CONNECTICUT
3570,SIOUX COUNTY,SIOUX,IOWA
3571,COOS COUNTY,SHELBURNE,NEW HAMPSHIRE
3572,JASPER COUNTY,JASPER,IOWA
3573,PERSON COUNTY,PERSON,NORTH CAROLINA
3574,TOOLE COUNTY,TOOLE,MONTANA
3575,ELK COUNTY,ELK,KANSAS
3576,FAIRFIELD COUNTY,FAIRFIELD,OHIO
3577,CARBON COUNTY,CARBON,WYOMING
3578,CECIL COUNTY,CECIL COUNTY,MARYLAND
3579,WHITE COUNTY,WHITE,INDIANA
3580,GRAFTON COUNTY,MONROE,NEW HAMPSHIRE
3581,HARDIN COUNTY,HARDIN,ILLINOIS
3582,LOGAN COUNTY,LOGAN,KANSAS
3583,CLARK COUNTY,CLARK,INDIANA
3584,O'BRIEN COUNTY,O'BRIEN,IOWA
3585,CHARLTON COUNTY,CHARLTON,GEORGIA
3586,BIG HORN COUNTY,BIG HORN,WYOMING
3587,FAIRFIELD COUNTY,DANBURY,CONNECTICUT
3588,PAGE COUNTY,PAGE,IOWA
3589,WINDHAM COUNTY,WINDHAM,CONNECTICUT
3590,NEW HAVEN COUNTY,MIDDLEBURY,CONNECTICUT
3591,HILLSBOROUGH COUNTY,AMHERST,NEW HAMPSHIRE
3592,FILLMORE COUNTY,FILLMORE,MINNESOTA
3593,CRAWFORD COUNTY,CRAWFORD,KANSAS
3594,CLARE COUNTY,CLARE,MICHIGAN
3595,CALHOUN COUNTY,CALHOUN,IOWA
3596,JOHNSON COUNTY,JOHNSON COUNTY,ARKANSAS
3597,FAIRFIELD COUNTY,MONROE,CONNECTICUT
3598,ANDERSON COUNTY,ANDERSON,KANSAS
3599,NEW HAVEN COUNTY,MERIDEN,CONNECTICUT
3600,CLAY COUNTY,CLAY,KANSAS
3601,ELLSWORTH COUNTY,ELLSWORTH,KANSAS
3602,RILEY COUNTY,RILEY,KANSAS
3603,ISABELLA COUNTY,ISABELLA,MICHIGAN
3604,HURON COUNTY,HURON,OHIO
3605,MONONA COUNTY,MONONA,IOWA
3606,SHERMAN COUNTY,SHERMAN,KANSAS
3607,LINN COUNTY,LINN,IOWA
3608,BRYAN COUNTY,BRYAN,GEORGIA
3609,HENRY COUNTY,HENRY,OHIO
3610,PUTNAM COUNTY,PUTNAM,OHIO
3611,HARRISON COUNTY,HARRISON,OHIO
3612,SLOPE COUNTY,SLOPE,NORTH DAKOTA
3613,CLAYTON COUNTY,CLAYTON,GEORGIA
3614,WORCESTER COUNTY,WORCESTER COUNTY,MARYLAND
3615,HARRIS COUNTY,HARRIS,GEORGIA
3616,HABERSHAM COUNTY,HABERSHAM,GEORGIA
3618,HILLSBOROUGH COUNTY,MONT VERNON,NEW HAMPSHIRE
3619,TOLLAND COUNTY,ELLINGTON,CONNECTICUT
3620,LEWIS COUNTY,LEWIS,NEW YORK
3621,COLUMBIA COUNTY,COLUMBIA,NEW YORK
3622,BANKS COUNTY,BANKS,GEORGIA
3623,HART COUNTY,HART,GEORGIA
3624,WHITE COUNTY,WHITE,GEORGIA
3625,QUEEN ANNE'S COUNTY,QUEEN ANNE'S COUNTY,MARYLAND
3626,GRENADA COUNTY,GRENADA,MISSISSIPPI
3627,RAMSEY COUNTY,RAMSEY,MINNESOTA
3628,RANDOLPH COUNTY,RANDOLPH,ILLINOIS
3629,MERRIMACK COUNTY,ANDOVER,NEW HAMPSHIRE
3630,GRAFTON COUNTY,ELLSWORTH,NEW HAMPSHIRE
3631,MURRAY COUNTY,MURRAY,GEORGIA
3632,TOLLAND COUNTY,ANDOVER,CONNECTICUT
3633,SUMMIT COUNTY,SUMMIT,UTAH
3634,FREMONT COUNTY,FREMONT,IOWA
3635,NEW HAVEN COUNTY,NAUGATUCK,CONNECTICUT
3636,MIDDLESEX COUNTY,CLINTON,CONNECTICUT
3637,MACON COUNTY,MACON,GEORGIA
3638,SHARKEY COUNTY,SHARKEY,MISSISSIPPI
3639,SOMERSET COUNTY,SOMERSET,NEW JERSEY
3640,COOK COUNTY,COOK,GEORGIA
3641,GREENE COUNTY,GREENE,GEORGIA
3642,HARTFORD COUNTY,MARLBOROUGH,CONNECTICUT
3643,LAKE COUNTY,LAKE,MINNESOTA
3644,MILLS COUNTY,MILLS,IOWA
3645,STEPHENSON COUNTY,STEPHENSON,ILLINOIS
3646,JASPER COUNTY,JASPER,GEORGIA
3647,EMERY COUNTY,EMERY,UTAH
3648,SCHUYLER COUNTY,SCHUYLER,NEW YORK
3649,NEW HAVEN COUNTY,NORTH HAVEN,CONNECTICUT
3650,GENESEE COUNTY,GENESEE,MICHIGAN
3651,KANABEC COUNTY,KANABEC,MINNESOTA
3652,LEELANAU COUNTY,LEELANAU,MICHIGAN
3653,BOX ELDER COUNTY,BOX ELDER,UTAH
3654,PALO ALTO COUNTY,PALO ALTO,IOWA
3655,RED LAKE COUNTY,RED LAKE,MINNESOTA
3656,OCONEE COUNTY,OCONEE,GEORGIA
3657,TREUTLEN COUNTY,TREUTLEN,GEORGIA
3658,MIDDLESEX COUNTY,MIDDLETOWN,CONNECTICUT
3659,PICKETT COUNTY,PICKETT,TENNESSEE
3660,TOLLAND COUNTY,MANSFIELD,CONNECTICUT
3661,PAULDING COUNTY,PAULDING,OHIO
3662,FAIRFIELD COUNTY,SHERMAN,CONNECTICUT
3663,BULLOCH COUNTY,BULLOCH,GEORGIA
3664,BUTTE COUNTY,BUTTE,IDAHO
3665,LANIER COUNTY,LANIER,GEORGIA
3666,CHEROKEE COUNTY,CHEROKEE,NORTH CAROLINA
3667,HARPER COUNTY,HARPER,KANSAS
3668,CLARK COUNTY,CLARK,KANSAS
3669,COLUMBIA COUNTY,COLUMBIA COUNTY,ARKANSAS
3670,HARTFORD COUNTY,WETHERSFIELD,CONNECTICUT
3671,GARFIELD COUNTY,GARFIELD,UTAH
3672,PIKE COUNTY,PIKE COUNTY,ARKANSAS
3673,HILLSBOROUGH COUNTY,ANTRIM,NEW HAMPSHIRE
3674,GRAFTON COUNTY,ENFIELD,NEW HAMPSHIRE
3675,HARTFORD COUNTY,ENFIELD,CONNECTICUT
3677,MACKINAC COUNTY,MACKINAC,MICHIGAN
3678,TOLLAND COUNTY,VERNON,CONNECTICUT
3679,HAMILTON COUNTY,HAMILTON,NEW YORK
3680,IOWA COUNTY,IOWA,IOWA
3681,TALLAHATCHIE COUNTY,TALLAHATCHIE,MISSISSIPPI
3682,PLATTE COUNTY,PLATTE,WYOMING
3683,HEARD COUNTY,HEARD,GEORGIA
3684,DELTA COUNTY,DELTA,MICHIGAN
3685,FRANKLIN COUNTY,FRANKLIN,KANSAS
3686,SANPETE COUNTY,SAN PETE,UTAH
3687,FULTON COUNTY,FULTON,NEW YORK
3688,ROCKINGHAM COUNTY,EPPING,NEW HAMPSHIRE
3689,MERRIMACK COUNTY,EPSOM,NEW HAMPSHIRE
3690,LOUISA COUNTY,LOUISA,IOWA
3691,HOUSTON COUNTY,HOUSTON,TENNESSEE
3692,COOS COUNTY,ERROL,NEW HAMPSHIRE
3693,COOS COUNTY,ERVING'S LOCATION,NEW HAMPSHIRE
3694,GOGEBIC COUNTY,GOGEBIC,MICHIGAN
3695,QUITMAN COUNTY,QUITMAN,GEORGIA
3696,LITCHFIELD COUNTY,MORRIS,CONNECTICUT
3698,CRISP COUNTY,CRISP,GEORGIA
3699,POLK COUNTY,POLK,GEORGIA
3700,MIDDLESEX COUNTY,ESSEX,CONNECTICUT
3701,PHILLIPS COUNTY,PHILLIPS,KANSAS
3702,MANISTEE COUNTY,MANISTEE,MICHIGAN
3703,LITTLE RIVER COUNTY,LITTLE_RIVER COUNTY,ARKANSAS
3704,WOODRUFF COUNTY,WOODRUFF COUNTY,ARKANSAS
3705,LANDER COUNTY,LANDER,NEVADA
3706,BROOKS COUNTY,BROOKS,GEORGIA
3707,WAYNE COUNTY,WAYNE,MISSISSIPPI
3708,WEBSTER COUNTY,WEBSTER,MISSISSIPPI
3709,STEVENS COUNTY,STEVENS,KANSAS
3710,QUITMAN COUNTY,QUITMAN,MISSISSIPPI
3711,JOHNSON COUNTY,JOHNSON,GEORGIA
3712,LINCOLN COUNTY,LINCOLN,MONTANA
3713,PROVIDENCE COUNTY,SMITHFIELD,RHODE ISLAND
3714,LAKE COUNTY,LAKE,MONTANA
3715,EARLY COUNTY,EARLY,GEORGIA
3716,NEW HAVEN COUNTY,WALLINGFORD,CONNECTICUT
3717,CHRISTIAN COUNTY,CHRISTIAN,ILLINOIS
3718,UINTA COUNTY,UINTA,WYOMING
3719,HETTINGER COUNTY,HETTINGER,NORTH DAKOTA
3720,CARROLL COUNTY,MOULTONBOROUGH,NEW HAMPSHIRE
3721,LITCHFIELD COUNTY,TORRINGTON,CONNECTICUT
3722,STARK COUNTY,STARK,NORTH DAKOTA
3723,PULASKI COUNTY,PULASKI,ILLINOIS
3724,ROCK COUNTY,ROCK,MINNESOTA
3725,RINGGOLD COUNTY,RINGGOLD,IOWA
3726,OSBORNE COUNTY,OSBORNE,KANSAS
3727,WALKER COUNTY,WALKER,GEORGIA
3728,BARAGA COUNTY,BARAGA,MICHIGAN
3729,TURNER COUNTY,TURNER,GEORGIA
3730,GRAFTON COUNTY,ASHLAND,NEW HAMPSHIRE
3731,BENTON COUNTY,BENTON,MISSISSIPPI
3732,UINTAH COUNTY,UINTAH,UTAH
3733,OSCEOLA COUNTY,OSCEOLA,IOWA
3734,LITCHFIELD COUNTY,HARWINTON,CONNECTICUT
3735,NEW LONDON COUNTY,COLCHESTER,CONNECTICUT
3736,BARRY COUNTY,BARRY,MICHIGAN
3737,COOS COUNTY,AT. & GIL. ACADEMY GRANT,NEW HAMPSHIRE
3738,ROCKINGHAM COUNTY,ATKINSON,NEW HAMPSHIRE
3739,MORGAN COUNTY,MORGAN,UTAH
3740,PARK COUNTY,PARK,WYOMING
3741,DECATUR COUNTY,DECATUR,GEORGIA
3742,SOMERSET COUNTY,SOMERSET COUNTY,MARYLAND
3743,KALKASKA COUNTY,KALKASKA,MICHIGAN
3744,ROCKINGHAM COUNTY,EXETER,NEW HAMPSHIRE
3745,WASHINGTON COUNTY,EXETER,RHODE ISLAND
3747,JEFFERSON COUNTY,JEFFERSON,IOWA
3748,RUSSELL COUNTY,RUSSELL,KANSAS
3749,BLECKLEY COUNTY,BLECKLEY,GEORGIA
3750,GORDON COUNTY,GORDON,GEORGIA
3751,CERRO GORDO COUNTY,CERRO GORDO,IOWA
3752,SULLIVAN COUNTY,SULLIVAN,NEW YORK
3753,SANGAMON COUNTY,SANGAMON,ILLINOIS
3754,ROSCOMMON COUNTY,ROSCOMMON,MICHIGAN
3755,ALGER COUNTY,ALGER,MICHIGAN
3756,STRAFFORD COUNTY,FARMINGTON,NEW HAMPSHIRE
3757,DAVIS COUNTY,DAVIS,UTAH
3758,FULTON COUNTY,FULTON,INDIANA
3759,ROCKINGHAM COUNTY,AUBURN,NEW HAMPSHIRE
3760,WEBER COUNTY,WEBER,UTAH
3761,BLAINE COUNTY,BLAINE,MONTANA
3762,WABASH COUNTY,WABASH,ILLINOIS
3763,JEFFERSON DAVIS COUNTY,JEFFERSON DAVIS,MISSISSIPPI
3765,CEDAR COUNTY,CEDAR,IOWA
3766,MCDUFFIE COUNTY,MCDUFFIE,GEORGIA
3767,CARIBOU COUNTY,CARIBOU,IDAHO
3768,HENRY COUNTY,HENRY,IOWA
3769,BERRIEN COUNTY,BERRIEN,MICHIGAN
3770,MACON COUNTY,MACON,ILLINOIS
3771,ST. FRANCIS COUNTY,ST_FRANCIS COUNTY,ARKANSAS
3772,JEFFERSON COUNTY,JEFFERSON,MISSISSIPPI
3773,LIVINGSTON COUNTY,LIVINGSTON,NEW YORK
3774,NIAGARA COUNTY,NIAGARA,NEW YORK
3775,AMADOR COUNTY,AMADOR,CALIFORNIA
3776,CLAY COUNTY,CLAY,ILLINOIS
3777,,FEDERAL PRECINCT,RHODE ISLAND
3778,CAROLINE COUNTY,CAROLINE COUNTY,MARYLAND
3779,JEFFERSON COUNTY,JEFFERSON,GEORGIA
3780,HUMBOLDT COUNTY,HUMBOLDT,IOWA
3781,COMANCHE COUNTY,COMANCHE,KANSAS
3782,KIOWA COUNTY,KIOWA,KANSAS
3783,DUTCHESS COUNTY,DUTCHESS,NEW YORK
3784,GREENE COUNTY,GREENE,NEW YORK
3785,ONTARIO COUNTY,ONTARIO,NEW YORK
3786,HARTFORD COUNTY,AVON,CONNECTICUT
3787,COFFEY COUNTY,COFFEY,KANSAS
3788,HARTFORD COUNTY,FARMINGTON,CONNECTICUT
3789,ATKINSON COUNTY,ATKINSON,GEORGIA
3795,CRAWFORD COUNTY,CRAWFORD,MICHIGAN
3796,WORTH COUNTY,WORTH,IOWA
3797,EDWARDS COUNTY,EDWARDS,KANSAS
3798,NEW LONDON COUNTY,BOZRAH,CONNECTICUT
3799,WINDHAM COUNTY,PUTNAM,CONNECTICUT
3800,HAMILTON COUNTY,HAMILTON,ILLINOIS
3801,DADE COUNTY,DADE,GEORGIA
3802,LITCHFIELD COUNTY,NEW HARTFORD,CONNECTICUT
3803,HARTFORD COUNTY,SOUTHINGTON,CONNECTICUT
3804,ROCKINGHAM COUNTY,SOUTH HAMPTON,NEW HAMPSHIRE
3805,GREENE COUNTY,GREENE,MISSISSIPPI
3806,DES MOINES COUNTY,DES MOINES,IOWA
3807,NEW LONDON COUNTY,LEBANON,CONNECTICUT
3808,WINDHAM COUNTY,SCOTLAND,CONNECTICUT
3809,WASHINGTON COUNTY,SOUTH KINGSTOWN,RHODE ISLAND
3810,UNICOI COUNTY,UNICOI,TENNESSEE
3811,CHESHIRE COUNTY,FITZWILLIAM,NEW HAMPSHIRE
3812,YALOBUSHA COUNTY,YALOBUSHA,MISSISSIPPI
3813,LIBERTY COUNTY,LIBERTY,GEORGIA
3814,MADISON COUNTY,MADISON,IOWA
3815,NEW HAVEN COUNTY,SOUTHBURY,CONNECTICUT
3816,DAVIS COUNTY,DAVIS,IOWA
3817,CRAWFORD COUNTY,CRAWFORD,IOWA
3818,TALBOT COUNTY,TALBOT,GEORGIA
3819,BRANTLEY COUNTY,BRANTLEY,GEORGIA
3820,WASHINGTON COUNTY,NARRAGANSETT,RHODE ISLAND
3821,FAIRFIELD COUNTY,NORWALK,CONNECTICUT
3822,MIDDLESEX COUNTY,EAST HADDAM,CONNECTICUT
3823,NEW LONDON COUNTY,NEW LONDON,CONNECTICUT
3824,CHESHIRE COUNTY,NELSON,NEW HAMPSHIRE
3825,WOODSON COUNTY,WOODSON,KANSAS
3826,FLOYD COUNTY,FLOYD,INDIANA
3827,HILLSBOROUGH COUNTY,NEW BOSTON,NEW HAMPSHIRE
3828,ROCKINGHAM COUNTY,NEW CASTLE,NEW HAMPSHIRE
3829,STRAFFORD COUNTY,NEW DURHAM,NEW HAMPSHIRE
3830,BELKNAP COUNTY,NEW HAMPTON,NEW HAMPSHIRE
3831,GOVE COUNTY,GOVE,KANSAS
3832,HENDERSON COUNTY,HENDERSON,ILLINOIS
3833,FRANKLIN COUNTY,FRANKLIN,GEORGIA
3834,SULLIVAN COUNTY,SPRINGFIELD,NEW HAMPSHIRE
3835,EMMET COUNTY,EMMET,MICHIGAN
3836,HILLSBOROUGH COUNTY,NEW IPSWICH,NEW HAMPSHIRE
3837,FAIRFIELD COUNTY,GREENWICH,CONNECTICUT
3838,NEW LONDON COUNTY,SPRAGUE,CONNECTICUT
3839,CALHOUN COUNTY,CALHOUN,MISSISSIPPI
3840,MERRIMACK COUNTY,NEW LONDON,NEW HAMPSHIRE
3841,LITCHFIELD COUNTY,LITCHFIELD,CONNECTICUT
3842,NICOLLET COUNTY,NICOLLET,MINNESOTA
3843,LITCHFIELD COUNTY,BARKHAMSTED,CONNECTICUT
3844,WASHINGTON COUNTY,NEW SHOREHAM,RHODE ISLAND
3845,NEW LONDON COUNTY,NORTH STONINGTON,CONNECTICUT
3846,BELKNAP COUNTY,BARNSTEAD,NEW HAMPSHIRE
3847,STRAFFORD COUNTY,BARRINGTON,NEW HAMPSHIRE
3848,BRISTOL COUNTY,BARRINGTON,RHODE ISLAND
3849,CARROLL COUNTY,BARTLETT,NEW HAMPSHIRE
3850,WILKINSON COUNTY,WILKINSON,MISSISSIPPI
3851,CHOUTEAU COUNTY,CHOUTEAU,MONTANA
3852,IRON COUNTY,IRON,MICHIGAN
3853,,OGLALA LAKOTA,SOUTH DAKOTA
3854,GRAFTON COUNTY,BATH,NEW HAMPSHIRE
3855,GOSHEN COUNTY,GOSHEN,WYOMING
3856,CATOOSA COUNTY,CATOOSA,GEORGIA
3857,PEACH COUNTY,PEACH,GEORGIA
3858,PROVIDENCE COUNTY,FOSTER,RHODE ISLAND
3859,NEW HAVEN COUNTY,BRANFORD,CONNECTICUT
3860,TOLLAND COUNTY,STAFFORD,CONNECTICUT
3861,NEW HANOVER COUNTY,NEW HANOVER,NORTH CAROLINA
3862,NEW HAVEN COUNTY,NORTH BRANFORD,CONNECTICUT
3863,ONTONAGON COUNTY,ONTONAGON,MICHIGAN
3864,DECATUR COUNTY,DECATUR,IOWA
3865,STANTON COUNTY,STANTON,KANSAS
3866,HILLSBOROUGH COUNTY,FRANCESTOWN,NEW HAMPSHIRE
3867,GRAFTON COUNTY,FRANCONIA,NEW HAMPSHIRE
3868,FAIRFIELD COUNTY,BETHEL,CONNECTICUT
3869,WINDHAM COUNTY,KILLINGLY,CONNECTICUT
3870,BUTTS COUNTY,BUTTS,GEORGIA
3871,COOS COUNTY,STARK,NEW HAMPSHIRE
3872,ECHOLS COUNTY,ECHOLS,GEORGIA
3873,COOS COUNTY,BEAN'S GRANT,NEW HAMPSHIRE
3874,COOS COUNTY,BEAN'S PURCHASE,NEW HAMPSHIRE
3875,MERRIMACK COUNTY,NEWBURY,NEW HAMPSHIRE
3876,WESTON COUNTY,WESTON,WYOMING
3877,HAMILTON COUNTY,HAMILTON,KANSAS
3878,COSHOCTON COUNTY,COSHOCTON,OHIO
3879,ROCKINGHAM COUNTY,NEWFIELDS,NEW HAMPSHIRE
3880,FRANKLIN COUNTY,ST. ALBANS TOWN,VERMONT
3881,ROCKINGHAM COUNTY,NEWINGTON,NEW HAMPSHIRE
3882,ROCKINGHAM COUNTY,NEWMARKET,NEW HAMPSHIRE
3883,JACKSON COUNTY,JACKSON COUNTY,ARKANSAS
3884,SULLIVAN COUNTY,NEWPORT,NEW HAMPSHIRE
3885,NEWPORT COUNTY,NEWPORT,RHODE ISLAND
3886,SCOTT COUNTY,SCOTT,MISSISSIPPI
3887,KIDDER COUNTY,KIDDER,NORTH DAKOTA
3888,ROCKINGHAM COUNTY,NEWTON,NEW HAMPSHIRE
3889,NEW LONDON COUNTY,FRANKLIN,CONNECTICUT
3890,TREGO COUNTY,TREGO,KANSAS
3891,MAHNOMEN COUNTY,MAHNOMEN,MINNESOTA
3892,NEWTON COUNTY,NEWTON,INDIANA
3893,NASSAU COUNTY,NASSAU,NEW YORK
3894,WINDHAM COUNTY,STERLING,CONNECTICUT
3895,APPANOOSE COUNTY,APPANOOSE,IOWA
3896,COOS COUNTY,STEWARTSTOWN,NEW HAMPSHIRE
3897,OGLETHORPE COUNTY,OGLETHORPE,GEORGIA
3898,HILLSBOROUGH COUNTY,BEDFORD,NEW HAMPSHIRE
3899,CARROLL COUNTY,FREEDOM,NEW HAMPSHIRE
3900,CHESHIRE COUNTY,STODDARD,NEW HAMPSHIRE
3901,NEW LONDON COUNTY,STONINGTON,CONNECTICUT
3902,WARREN COUNTY,WARREN,NEW YORK
3903,ROCKLAND COUNTY,ROCKLAND,NEW YORK
3904,PRAIRIE COUNTY,PRAIRIE COUNTY,ARKANSAS
